,lat,lon
0,37.56843855907186,126.67624355964327
1,37.57013048889376,126.68201207098929
2,37.5321956183851,126.64870096161091
3,37.53783764817713,126.67057191378483
4,37.54011383366165,126.6832643173277
5,37.539294048502164,126.66857932710403
6,37.553635034473295,126.66366773147872
7,37.53213916485418,126.68527033593044
8,37.51592821031855,126.64158109777512
9,37.518624364776336,126.69514583155336
10,37.544374622469725,126.64475480266864
11,37.53308938876507,126.65756047650582
12,37.52297270883121,126.65907653646478
13,37.53822875215574,126.66346649299436
14,37.57133357967584,126.6760459377172
15,37.5575672590587,126.67371748104293
16,37.554639416205255,126.67789479274386
17,37.5354211460674,126.6759443358265
18,37.48583679285984,126.70816023598996
19,37.57889395912475,126.67047417504702
20,37.53884713700108,126.65436818006678
21,37.53977344895946,126.65443259704824
22,37.548796338182235,126.61852813242739
23,37.54035897066358,126.63444124818693
24,37.52095378986725,126.6784495603064
25,37.552100001663554,126.68876157565717
26,37.56573385557782,126.68243193273345
27,37.582888692361465,126.69749179693203
28,37.54054447143031,126.6741276314123
29,37.534035994203954,126.67439143155458
30,37.533045639988764,126.68910882791481
31,37.545942829017896,126.64447867699054
32,37.546882737562086,126.66784232337773
33,37.52362584107326,126.68117986954816
34,37.54656017276553,126.68106208504231
35,37.561120215719114,126.6891755410098
36,37.506918666593435,126.64946456773234
37,37.55066791139048,126.6965481312983
38,37.525941692034834,126.66016622810183
39,37.523085200882456,126.65618902884613
40,37.54750285940304,126.66518656428394
41,37.58077170725168,126.69297020211457
42,37.57346862757997,126.67478999438741
43,37.53125759235571,126.69096504685245
44,37.562227528454336,126.68126130577163
45,37.530321163942986,126.71093675902061
46,37.53969878692843,126.63631319275194
47,37.53123427590575,126.69963742945413
48,37.53920585680705,126.66193849321418
49,37.5505901675809,126.67287864893848
50,37.55262523623864,126.66241360287694
51,37.56658089103407,126.70977608274168
52,37.53133467494406,126.66752770325513
53,37.55675852851068,126.67648073180793
54,37.550581731325266,126.69832949442832
55,37.51441461216031,126.6315350027707
56,37.5367877040138,126.67936973355025
57,37.53755532573283,126.68535062564924
58,37.54763853149159,126.67113302794529
59,37.56416011689208,126.6751208144426
60,37.540375500862176,126.67479310905796
61,37.55599251264625,126.65544227640285
62,37.568221331999126,126.68174769403419
63,37.54694561831201,126.65668504325873
64,37.46806240942171,126.66938820184744
65,37.52376302605786,126.67959373365026
66,37.538956517750904,126.64678222851923
67,37.54735556460142,126.67488459827257
68,37.546352887383996,126.68131532882998
69,37.54102696657024,126.65475310044764
70,37.53126420596114,126.66773469472608
71,37.518621372648504,126.70155118998973
72,37.54111570611648,126.65869721608362
73,37.54554942657603,126.69415417007346
74,37.55168536811839,126.67686936217865
